,label,target
645,마차는 불타는 횃불처럼 어두운 숲으로 들어갔다. 이 때문에 몇몇 산적들 눈에 확 띄었다, 이제 드디어 라플란드에 도착했다.
646,순록은 작은 오두막 앞에서 멈췄다. 그곳은 대충 지은 허름한 집이었다, 따뜻하고 눈부시게 아름다운 여름이었다.
647,여러 백 년 전 이야기로 퍽 우스운 재미있는 이야기를 하나 하지요.그 때 서울 잿골 김 대신 댁 사랑에 최 덜렁이라는 사람이 있었습니다,”고 하더랍니다.
648,"왕치는 대머리가 훌러덩 벗어지고, 소새는 주둥이가 뚜우 나오고, 개미는허리가 잘록 부러졌다. 이 왕치의 대머리와 소새의 주둥이 나온 것과 개미의 허리 부러진 것과는 <인물173>저만찮은 내력이 있다"," 이래서, 그때부터 왕치는 대머리가 벗어진 것이고, 소새는 주둥이가 길어진 것이고, 개미는 허리가 부러진 것이고 했다는 것이다."
649,전화를 발명한 알렉산더 그레이엄 벨 박사는 지금으로부터 79년 전(서력1847년) 3월 3일에 영국 나라의 소속인 스코틀랜드의 에든버러라는 곳에서태어났습니다.벨은 어렸을 때부터 선천적으로 발명의 천재를 가졌기 때문에 *그녀가 소학교를 마치고 겨우 중학교에 다닐 때부터 재주가 비상하여 어른들도 생각지 못한 일을 척척 만들어 냈습니다,‘따르릉! 따르릉! 여보! 여보!’라고 전화를 할 때나 받을 때는 반드시 무척 편리한 그 기계 속에서 알렉산더 그레이엄 벨 박사의 이렇듯 참담하고도 눈물겨운 고심담이 숨겨 있다는것을 잊지 말고 기억해야 합니다.
650,"설명절 잔치에 떡 잔치는 어린이의 것, 술 잔치는 어른의 것인데, 나는 어제 그 두 잔치를 얼러 합쳐서, 단단히 재미있는 이야기를 하나 하지요.옛날 어수룩하기로 유명하고, 돈 없기로 유명한 철욱이라는 사람이 있었습니다","〈《어린이》4권 1호, 1926년 ."
651,"시골 쥐가 서울 구경을 올라왔습니다. 처음 길이라 허둥허둥하면서,짐차를 두 번 세 번이나 갈아타고, 간신히 서울까지 왔습니다","”하고, 그 날로 곧 시골로 내려갔습니다."
652,"어수룩하고, 사람 좋고, 어리석어 터진 사나이가 있었습니다.이름도 우습게 막보라 하였습니다","”하면서, 활갯짓을 하면서, 집으로 돌아갔습니다."
653,"지금으로부터 한 삼십 년 전 일입니다. 서울 새문 밖 어떤 능에서 제사 때에 쓰는, 은으로 만든 제사 그릇 여섯 개를 잃어버렸습니다","이렇게 묘하고 능청한 참봉이 계교로 도둑을 알아내고 또 남들이 모르게누가 도둑하였던 것을 모르게 하고, 그 그릇을 잘 찾았답니다."
654,시골에서는 밖이 무척 아름답다. 여름이었다,  “못생긴 오리였을 때는 이렇게나 큰 행복을 꿈도 꿀 수 없었어.
655,지독히도 추운 날이었다. 눈이 내리고 어둠이 찾아왔다," 소년은 그곳에 얼어 뻣뻣하게 앉아있었다, 거의 다 타버린 성냥 꾸러미를 움켜쥔 채로……."
656,옛날에 아주 작은 아이를 무척이나 갖고 싶어 하는 한 여인이 있었다. 하지만 이 여인은 어디에 가면 아이를 구할 수 있는지 알지 못했다,  “지지배배! 지지배배!”  그렇게 해서 우리가 이 모든 이야기를 듣게 된 것이다.
657,"옛날 아주 옛날, 우리 나라에 몹시 어진 임금이 한 분 있었습니다. 아무쪼록 다스려가는 데 잘못되는 일이 없도록 하기 위하여, 항상 백성들의 살아가는 모양을 보고 싶어하였습니다","그 후, 그 사람이 대여신이 되었을 때, 대여신의 부인은 머리가 없다는 소문이돌았으나, 나라를 잘 다스리고, 부인은 시아버지를 잘 봉양하여 늙도록 잘살았습니다."
658,우리 박선생님은 참 이상한 선생님이었다.박선생님은 생긴 것부터가 무척 이상하게 생긴 선생님이었다,아뭏든 뼘박 박선생님은 참 이상한 선생님이었다.
659,"어느 들에 어여쁜 나비가 한 마리 살고 있었습니다. 나비는 날마다 아침때 부터 꽃밭에서 동산으로, 동산에서 꽃밭으로 따뜻한 봄볕을 쪼이고 날아다니면서 온종일 춤을 추어, 여러 가지 꽃들을 위로해 주며 지내었습니다","이렇게 이레 동안을 지나자, 소녀는 아주 쾌하게 병이 나아서, 형의 손을 잡고, 동산에도 가고 뜰에도 가서, 꾀꼬리와 나비와 재미있게 뛰놀 수있게 되었습니다."
660,"따뜻한 봄날이어요.젊은 남자 한 사람이 저의 집을 비워 놓고, 먼 시골로 가는데요, 저의 집대문짝과 문설주를 빼어서, 그 큰 것을 억지로 짊어지고, 땀을 뻘뻘흘리면서 가거든요","묻던 사람도 그럴 듯하여,“옳지, 그거 참 그럴 듯한 꾀로군!”하고 탄복하더랍니다."
661,"한 농네에 전에 못 보던 이상하고 예쁜 새가 나뭇가지에 날아와 앉아서재미있게 울거든요.그래 그것을 잡아 보려고, 온 동네 사람들이 모두 모여서, 그 동네의둘레를 삥 둘러 높다랗게 담을 쌓았습니다",”하고 헤어지더랍니다.
662,"미련한 어른만 사는 나라에도 새로운 물건 이치를 발명해 내는 연구가가 계셨습니다. 하루는 굉장한 새 발명을 하였다고, 집집으로 다니면서떠들길래, 무슨 신통한 새 발명을 또 했는가 하고, 이 집 저 집에서 미련한어른들이 새 옷을 꺼내 입고, 길이 막히게 꾸역꾸역 모여들었습니다", 그러나 연구가는 끝끝내 그 방법은 발명해 내지 못하고 죽었답니다.
663,"미련이 나라에 사는 미련한 양반들이 제일 좋아하는 밥반찬이 있으니,그것은 자반 비웃이었습니다. 그러나 이 자반 비웃이 그 나라에는 없고,오십리 밖에 있는 다른 나라에 가야 사다 먹게 되므로, 미련한 양반들의생각에도 그것이 불편하거든요, 그래서 미련한 양반들이 일제히 한곳에모여서 회의를 열었습니다","그러나, 미련한 양반들은 뱀장어가 물 속으로 가라앉는 것만 보고,자기네들의 원수를 잘 갚았다고 손뼉을 치면서,“에그, 죽여도 참 시원스럽게 죽였다!”고, 좋아서 입을 ‘헤에’ 벌리고 돌아가더랍니다."
664,"환갑, 진갑 다 지나서 허리가 꼬부라진 꼬부랑 할아버지가 꼬불꼬불 꼬부라진 꼬부랑 지팡이를 짚고 꼬부랑 고개를 올라갔습니다. 고개를 넘어가다가똥이 마려우니까 다 쓰러져서 꼬부라진 꼬부랑 뒷간으로 기어 들어가서 똥을 누는데 꼬부랑 똥을 눕니다",그러니까 꼬부랑 강아지가 꼬부랑 뒷간에서 꼬부랑 할아버지의 꼬부랑 똥을먹다가 꼬부랑 지팡이에 꼬부랑 허리를 얻어맞고 ‘꼬부랑 깽깽’ ‘꼬부랑깽깽’ 하면서 달아났습니다.
665,"옛날 옛적 아주 오랜 옛날 이야기올시다. 동산에 병풍을 치고 앞산 뒷산담을 둘러서 불어오는 찬 바람도 길이 막혀 돌아서고, 밝은 해와 달도 발돋음을 하고서야 넘겨다보는 두메 산골 한 동리에서 아버지 김 서방과맏아들 영길이, 둘째 아들 수길이, 세 식구가 날마다 재미있게 살아가는집이 있었습니다","”는 말이 있는데, 그 말의 뜻도 이 이야기를 읽으셨으니까 잘 아셨을것입니다."
666,"옛날, 어느 산 밑에 딸도 아들도 없는 늙은이 내외가 살고 있었습니다.천냥(재산)이 없어서 가난하기는 하였지만, 영감님이나 마나님이나 똑같이마음이 착해서, 남에게 폐를 끼치거나 신세를 지지 아니하고 부지런히 일을하면서 살아갔습니다","마음 착한 내외에게 다시 길리워 자라난 후에는, 욕심도 없고, 게으르지도 않은 좋은 사람이 되었을 것입니다."
667,기다리던 설이 와서 기뻤습니다. 여러분! 과세나 잘들 하셨습나까? 이번 새 해는 쥐의 해니까 이번에는 특별히 쥐에 관계 있는 이야기를 하겠습니다,"잔치도 즐겁고 재미있게 무사히 치르고, 이 젊고 잘 생긴 두더지 신랑 색시는 복이 많아서 오래도록 땅 속에서 잘 살았답니다."
668,사람들이 모두 잠자는 밤중이었습니다. 절간에서 밤에 치는 종 소리도 그친 지 오래 된 깊은 밤이었습니다, 5월 초하루는 참말 새 세상이 열리는 첫날이었습니다.
669,"옛날 호랑이 담배 먹을 적 일입니다.지혜 많은 나무꾼 한 사람이 깊은 산 속에 나무를 하러 갔다가, 길도 없는나무 숲속에서 크디큰 호랑이를 만났습니다","아무리 한때의 거짓 꾀로 호랑이를 보고 형님이라고 하였던 일이라도, 그말 한 마디로 말미암아 호랑이가 그다지도 의리를 지키고, 효성을 다한 일에 감복하여, 나무꾼도 눈물을 흘렸습니다."
670,"널따란 연못에 하얗고 어여쁜 집오리 두 마리가 길리우고 있었습니다. 두마리가 모두 수컷이고, 모양도 쌍둥이같이 똑같았습니다","귀밝은 놈이 여러 번 귀머거리를 죽게 하였으나, 결국 제가 죽은 것이었습니다."
671,"옛날, 어느 산 속에 조그만 집 한 채가 있고, 그 집에 노파 한 분이 젖먹이 어린아기 하나를 얻어다가 기르고 있었습니다.그리고, 그 집 뒤꼍 담 안에 올빼미 한 마리와 까치 한 마리가 있었는데,올빼미와 까치는 서로 매우 친하게 지내고 또 주인 노파에게도 퍽 친하게굴었습니다","그래서, 까치는 등이 까맣고, 지금까지도 그 옷을 그대로 입고 좋아서 겅정겅정 뛰어다닌답니다."
672,"저 멀리 드넓은 바다에, 바닷물은 사랑스러운 수레국화 꽃잎만큼이나 파랗고 깨끗한 유리만큼이나 투명하다. 하지만 매우 깊기도 하다", 눈물 한 방울마다 우리 시험의 하루가 더 늘어나지.
673,"나무가 무성한 숲 옆에 큰 연못이 있고, 그 연못 옆에 크디큰 절이 있었습니다.숲 속에 사는 사슴과 연못 속에 사는 자라와 절 지붕에 사는 올빼미와 셋이는, 서로 몹시 친하게 정답게 지내는 터이었으므로 매양 셋이는 한데 모여서 재미있는 일을 서로 이야기하고, 매사를 서로 의논하고 지냈습니다"," 그리고, 이후부터는 더욱 더욱 친절히 지내고, 서로 서로 도와갈 일을 약속하고 하나는숲으로, 하나는 연못으로, 하나는 절 지붕 위로 제각각 쉬러 돌아갔습니다."
674,"옛날, 어느 나라에 몹시 마음이 착하고 인정 많은 사람이 안 씨라는사람이 있었습니다. 착하고 인정이 많은 *그녀만큼 복이 많아서 어떻게 큰부자였는지, 그 가진 보물이라든지, 날마다 흔히 쓰는 돈이든지, 크고훌륭한 집이든지, 그 무엇이든지 그 나라 임금님보다도 더 굉장한 것같았습니다",그래 안 씨를 곧 청하여 자기가 잘못하였노라 사과하고 그 소년와 자기의아들 공주와 혼인하기로 약속하였습니다.
675,"창호의 누이동생 순희가 별안간에 없어져서, 소동이 생긴 지도 벌써 이레째가 되었습니다.어머니, 아주머니, 늙으신 할머니, 시집간 누나까지 모두 나서서 아는 집,일갓집마다 찾아 헤매고 아버지, 아저씨와 외삼촌까지 길에서만 살면서 경찰서에 가서 찾아 달라고 수색 청원도 하고 별별 곳을 모두 돌아다니면서아무리 찾기에 애를 썼으나, 벌써 이레째 되는 지금까지 아무 소식도 없어서 집안이 난리 난 집 같았습니다","창호는 큰일 났다! 생각하면서, 가졌던 불을 훅 꺼 버리고 숨을 죄이고 담위에 엎드렸습니다."
676,"캄캄한 깊은 밤, 청국 사람의 집 담 위에서 뜻밖의 사람의 발자취 소리에 엎드린 창호는 촛불을 껐으나 두 눈이 샛별같이 빛났습니다. 그리고 점점 가<인물201> 오는 발자취 소리가 담 밖에서 나는지 또는 담 안에서 나는지, 그것을 알려고 귀를 기울였습니다"," 문을 열수는없는데 별안간에 온 집안에 불이 환히 켜지면서, 저쪽 어디서인지 방문 열리는 소리와 사람이 지껄이는 소리가 나더니 복도로 달려오는 발자취 소리가 크게 나기 시작하였습니다."
677,"별안간에 온 집에 불이 켜지고 사람들이 쫓아오는 소리에 창호는 깜짝 놀라,“순희야, 순희야!”부르던 소리를 그치고 눈이 둥그레져서 번개같이 돌아섰으나, 그러나 때는이미 늦었습니다. 쿵쿵거리는 발자취 소리는 벌써 이 좁은 복도를 향하고급히 뛰어오는 모양이었습니다",”하였습니다.
678,"밤은 새로 2시나 되었는지 3시나 되었는지 새벽이 가까울 듯한데, 지옥 속같이 캄캄한 집, 물건 두는 창고 속에 갇힌 창호는 두들겨 맞는 몸이 물에 젖은 솜같이 늘어져 쓰러져서 앓는 소리조차 낑낑 저절로 나왔습니다.어깨는 칼에 찔린 것같이 아프고 머리는 땅속으로 자꾸자꾸 들어가는 것같은데","‘어떻게 하면 묘하게 도망을 할까? 새벽이 되어 놈들이 먼저 문을 열고들어오면 다시 잡혀서, 더 무서운 꼴을 당하겠구나……."
679,가지가지의 생각이 창호의 가슴에 휘돌았습니다.그러나 그때 벌써 알아챘었는지 문 박의 마루에 사람 소리가 나면서 발소리는 점점 가깝게 이리로 향해 왔습니다, 끊어지지 않는 기쁨의 만세 소리! 둥근 달이 낮같이 밝았습니다.
680,"그다지 오래 되지도 않은 옛날, 한 시골에 몹시 욕심많은 사람이 있었습니다.암만 쓰고도 그래도 남을 돈과, 혼자는 주체를 못할 만큼 땅을 많이 가지고 있었건만, 원래 욕심이 사나운 사람이라, 땅만 보면 자기 땅을 만들고싶어하고, 돈만 생기면 땅을 사고 사고 하였습니다","“세 평만 하면 넉넉하고도 남을 것을, 공연히 그렇게 애를 쓰고 죽었구나……."
681,"옛날 옛적, 아주 시골에 이상한 노인이 한 분 있었습니다.얼굴 빛과 수염 빛이 똑같이 하얘서, 얼른 보기에 보통 사람과 같지 않은이였으나, 인정 많게 생긴 눈과 어린 사람 입같이 어여쁜 입 모습이 웃음을띠고 있어서, 퍽 사람 좋아 보이는 이였습니다"," 제일 위에 것이 수염 하얀 노인이요, 그 다음이 효득이요, 맨 끝의 것이 동장이라고 합니다."
682,"어떤 날 고양이가 꾀 많다는 여우를 만났습니다. 고양이는 원래 여우가 꾀가 많은 줄은 앎으로 아주 공손한 말씨로 “ , ? 여우님 안녕하십니까 요사이는 얼마나 재미가 좋으십니까?” 이 말을 들은 여우는 몸이 으쓱하여 아주 뽐내는 소리로 “ - ? 어 평안한가 그러나저러나 자네는 밤낮 수염만 쓰다듬고 있으면 제일인가 겨우 조그만 쥐나 잡아먹고 다니면 그만이란 말인가 도대체 자네의 ? ? 재주는 무엇인가?""하였습니다",” 여우는 아무 말도 못하고 사냥꾼에게 잡혀갔더래요.
683,나무꾼 한 사람이 연못가에서 큰 나무를 베다가 번쩍 든 도끼를 놓쳐서 *그녀도끼가 연못물 속에 풍덩 들어가 버렸습니다. 한없이 깊은 연못 속에 들어갔으니까 다시 찾을 생각도 못하고 나무꾼은 그냥 연못가에 쓰러져서 탄식을 하고 있노라니까 어여쁜 물귀여신이 나와서 무엇 때문에 탄식을 하느냐고묻습니다, 그래서 가지고 갔던 도끼만 잃어버리고 말았습니다.
684,"옛날 옛적 아주 옛적, 어느 나라 임금 한 분이 잘 생긴 따님을 여러 사람데리고 계셨었는데, 그 중에도 제일 끝에 막내따님이 어떻게도 몹시 어여쁘고 곱게 잘 생겼는지, 그 따님이 방문 밖에를 나오면 세상이 더 환해지는것 같아서 하늘에 계신 해님까지 부러워하는 터이었습니다.임금님의 대궐 뒤에는 깊디 깊은 나무숲이 있고, 그 나무숲속 한가운데 커다란 노목나무 밑에 조그만 샘물이 흘러서 깊은 웅덩이가 되어 있었습니다", 세상에도 드물게 어여쁜 왕자님과 왕녀님은 그 후 그 나라 임금님의 뒤를이어 나라를 잘 다스렸습니다.
685,어느 해 몹시 추운 겨울날이었습니다.하늘에서는 흰 새의 날개같이 희고도 보드라운 눈<인물16>가 펑 ─ 펑 ─ 쏟아져 내리고 땅 위에는 바람까지 홱 ─ 홱 ─ 사납게 불어서 두터운 솜옷을겹겹이 입고 따뜻한 방 속에 가만히 들어앉아 있기에도 추운 생각이 더럭더럭 나는 날이었습니다,"그리고, 고개를 푹 숙인 어린 거지의 때묻은 얼굴에는 알지 못할 감격의눈물이 방울방울 흘렀습니다."
686,따뜻한 봄날이 되었습니다 부드러운 대기 가운데는 아릿한 아지랑이가 끼고 간사히 가는 바람이 사르르 불어와서 버들가지를 흔듭니다. 옥희의 집 뒤뜰에도 어리고 생기 있는 파 란 풀들이 하나씩 둘씩 나기 시 -작하더니 이제는 벌써 비단 위에 고운 채석을 옥침한 듯이 가지런히 요를 깔았습니다 겨울 동안 창문을 꼭 닫고 무거운 이불을 덮고 병상에 누워서 , 주셨으면 하고 가만히 기도하였습니다.
687,사방에서 버들호렉이 소리가 점점 많아지고 진달래 노란 꽃이 만발할 때 오랜 병상에 누웠던 옥희의 병도 많이 나았습니다. 아직 기운이 회복되지 , 옥희의 적은 영혼은 아마 아름다운 금붕어와 같이 저 해의 나라 무지개 나라로 올라갔을 것입니다.
688,옛날 옛적에 어떠한 곳에 나무를 베어다가 팔아서 살아가는 사람이 하나 있었습니다. 그런데 이 나무꾼의 마나님은 어찌 영악하고 무섭고 딱정떼인지 나무꾼이 벌어가지고 들어오는 돈이란 돈은 모조리 자기가 다 뺏어가지고 한 푼도 주지 않으며 또 저녁 반찬 맛이 조금 짜서 소금을 너무 많이 쳤다 고 하는 날에는 그 이튿날 반찬에 소금을 단 한 알도 넣지 않아서 싱겁고 싱겁게 만들어놓는 그러한 성미 고약한 마누라였습니다, 이렇게 하여 그 나라 왕자의 병도 나아서 임금에게 많은 상을 받고 자기 나라로 돌아와 착한 왕자와 길이길이 행복하게 살았다고 합니다.
689,사깃골 쥐 박서방은 동리로 마을을 가려고 저녁을 먹고 싸리문 밖으로 나섰다.서편으로 약간 남았던 저녁노을도 인제는 아주 없어지고 사방이 어둠침침하여 온다,”쥐들은 이렇게 용감하게 외치며 고양이의 목에 방울을 달러나섰다.
690,나는 지난 십일월 이십일에 경성을 떠나서 제주도에 가서 구경을 하고 왔습니다. 목포에서 배를 타고 옛날 이순신 조란이 거북선을 가지고 일본 해군을 몹시 곤란하게 하였다가 한산도를 지나 열 시간 만에 제주선내에 <인물0>랐습니다, 그런데 제일 섭섭한 것은 내가 제주도에 가서 여러 날 묵지도 못하고 더욱 비가 와서 잘 다니지도 못하여 제주도 소년들을 만나보지 못한 것이었습니다.
691,우리나라에는 혹쟁이 이야기가 있지 않습니까 독일에도 있습니다. 그 이야기를 쓰지요, *그녀는 일생을 웃음거리가 되어 지냈으나 마음 고운 푸리 델은 그를 잘 먹여살렸습니다.
692,"내가 이번에 시골 갔다가 보고 온 불쌍한 팔 없는 소녀의 슬픈 이야기입니다. 충청 남도 홍성 나의 본집이 그 곳이어서 이번에는 십여 일이나 가서 있었지만, 그 곳은 간신히 철도가 개통하였을 뿐 아주 한적한 곳입니다","아아, 무어라 말하였으면 좋겠습니까? 사람의 세상에는 왜 이렇게 불행이 많으며 불행한 사람을 왜 이렇게 박대하게 됩니까? 아버지 어머니에게 버림을 받고, 그래도 어린 동생 순달이를 보고 싶어하면서 이 시골 또 저 시골 끌려 다니는 판문 씨는 내가 이 글을 쓰는 지금도또 어느 시골엔지 가서 그 구슬픈 음악 소리에 맞추어 눈물의 재주를 부리고 있을 것을 생각하면 눈물이 납니다."
693,"“엄마, 꼭 내려가야해요? 그냥 집에서 푹 쉬어요”  커다란 여행가방에 내 옷을 차곡차곡 개키고 계신 엄마 곁에 딱 달라붙어 다시 한번 졸라봅니다. 그러나 아빠는 내 속옷을 몇 벌이나 챙겨넣어야 넉넉히 입을 수 있을지에만 관심이 있으실 뿐 제 말은 들리지가 않는가봅니다",.
694,"옛날 어느 곳에 늙은 어부가 있었는데, 살림이 몹시 가난하여서 마누라와 아들 세 사람과 다섯 식구가 밥을 굶을 때가 많건마는, 그래도 하루에 꼭 네 차례 이상 고기를 잡는 법이 없었습니다. 하루는 아침 일찍이 그물을 가지고 바다에 나가서 물 속에 펴고, 고기가 많이 들어갔음직할 때에 그물을잡아당긴즉, 웬일인지 아무리 힘껏 잡아당겨도 나오지 아니하였습니다"," 그리고 맨 처음의 늙은 어부를 불러 큰 딸을 데려다가 젊은 여왕의 아내로 삼고, 그리고 또 어부의 딸은 대궐 안의 살림 회계를 맡겨 주었습니다."
695,"어딘지도 모르는 산간에 언양이라는 땅이 있고 거기에 소년단이 있어 아침마다 일찍 일어나는 조기회(早起會)를 한다 하는 소식은 벌써 작년 봄부터그 곳 어린이 독자인 신고송(申孤松) 씨 외에 여러분으로부터 지어 보내는작문과 편지를 늘 보고 나는 재미있게 여겨 오고 있었습니다.그런데, 기쁜 일로는 내가 이번에 그 곳에 강연갔던 길에 그 재미있는 조기회에 참례하고 온 것입니다"," 당신네의 다섯 시 나팔은 지금도 내 귀를 울리면서, 내 마음을 자주 채찍질해 주는것을 감사 감사히 알고 있습니다."
696,산과 들에 쌓였던 흰 눈도 이제는 거의 다 녹았습니다 차갑게 불어와서 사람의 뺨과 귀를 베어갈 듯하던 바람도 차차 부드럽고 따뜻해졌습니다. 오랜 겨울 동안을 차고 무거운 땅속에서 꼼짝 못하고 웅크리고 숨어있던 예쁜 가락지꽃 나무 한 그루가 있었습니다, 여러분 이른 봄날 푸른 잔디 사이에 보랏빛 도는 예쁜 가락지꽃이 애달게 고개를 소곳하고 있는 것을 보시면 반드시 죽은 흰나비를 내려다보고 눈물 짓는 것인 줄 알아주십시오.
697,"옛날 옛적 어느 깊은 산 속에 가난한 나무장수 노인이 있었습니다. 마나님도 없고, 아드님도 며느님도 없고, 다만 손녀 색시 세 사람만 데리고 있었습니다","그 후에 두 언니 색시도 다 각각 나라님의 분부로 훌륭한 곳으로 시집을보내고, 늙은 노인은 대궐 뒤 조그마한 별당에서 한가히 지내게 하셨습니다."
698,"옛날 옛날 오랜 옛날 까마귀 한 마리가 공작새 기죽지 털을 다섯 여섯 개 얻었습니다 그래서 그것을 자기의 시꺼먼 기죽지 사이에다가 꽂고 산속으로 날아가서 여러 새 들 앞에 가서 자랑을 하였습니다. “어떠냐 내 깃이야말로 참 훌륭하지?"" 여러 새들은 참말 그 깃이 아름답고 훌륭한 데 놀라며 칭찬을 한 후에 드디어 까마귀를 새들 중의 임금님으로 삼았습니다", 그래서 여러 새들은 전과 같이 우르르 몰려들어 공작새를 물고 쪼아서 죽였습니다.
699,유쾌한 크리스마스가 돌아왔습니다. 어디든지 즐겁고 광명한 빛이 가득하였습니다, <인물5>는 노랫소리를 들으면서 꿈꾸는 것같이 가만히 꿇어앉아 오래 기도를 올렸습니다.
700,"학교에서는 공부도 잘 하고, 품행이 얌전하여 5년급의 부급장인 칠성이는집안이 가난하여, 아버지가 반찬 가게를 하고 있으므로 학교에서 돌아만 가면 밤이 들기까지 가게의 심부름을 하느라고, 매일 고달프게 지내는 터였습니다.한 학교에 다니는 아이들이 가끔 가끔 길거리에서 칠성이가 비웃두름이나,미나릿단이나, 숯섬 같은 것을 지고 지게꾼처럼 사 가는 손님의 뒤를 따라가는 것을 보지마는 원래 공부도 잘 하고, 마음이 착하므로 아무도 그를 업신여기거나 놀리거나 하는 아이는 없었습니다","그 후, 한 달이 못 되어 큰 가게는 영 팔리지 않으므로 다른 동<인물49> 옮겨가버렸고 명환이와 칠성이는 어느 때든지 어깨를 나란히 하여 정다운 걸음으로 학교에 다녔습니다."
701,"한 집에 도둑이 들어, 손에 칼을 들고 주인이 책을 읽고 있는 방에 가서,“꼼짝 말고 돈을 내놓아라.”하였습니다"," 그 후, 그 도둑은 주인집 고용인으로 있기를 자원하여, 일평생을 사는 동안에 주인보다 못하지 않은 좋은 인물이 되었답니다."
702,"옛날 옛날 아주 가까운 옛날, 웃지 마십시오. 지금으로부터 20년 전만 하여도 지금 생각하면 아주 태곳적 같은 옛날이어서, 그 때에 학교에 다니면서 보고 듣던 일, 내 몸으로 당하고 겪던 일 생각하면 지금도 가끔 혼자 웃을 때가 많습니다",그래도 그 큰길은 어머니 아버지 들이 딸의 중대가리를 만지면서 통곡하는 이로 가득하였습니다.
703,"왕비가 아드님 낳은 것을 알고 어디서 온 줄도 모르게 왕비의 앞에 나타난 작은 이는, “약속한 대로 그 아드님을 데리러 왔으니 어서 달라.”고 하였습니다",그 날부터 왕비는 다시 졸리지 않고 편안히 아가를 길렀습니다.
704,"네모 반듯한 방 속에 초를 열두 개를 세우고, 모두 불을 켜 놓아서, 방 안이 몹시 밝았습니다. 첫째 촛불을 훅 불어 껐습니다", 조선 것으로 짧은 것은 이런 것이 있습니다.
705,"어느 시골 산 밑 동네에 바느질 잘 하고, 수 잘 놓는 어여쁜 총각이 있는데, 수를 놀 때마다 붉은 실, 노란 실 또는 파란 실, 초록실을 이로 물어서툭툭 끊게 되는 것이 자기 생각에도 미안하였습니다. 하루는 아기 버선에꽃수를 놓고 나서, 남은 실을 이로 물어 끊었는데, 그 실 끝이 혀 끝에 매어 달려서, 영영 떨어지지를 않습니다","그래서, 다시는 그 실이 돌아오지 못하여, 총각은 그 해 늦은 봄에 어여쁜신부에게로 시집을 갔습니다."
706,싸늘한 바람이 건건히 불어오는 첫가을이었습니다. 여러 날 두고 비가 조금씩 오던 날이 겹겹이 싸였던 검은 구름까지 시원하게 벗겨지고 파란 하늘에 화려한 햇볕이 빤하게 빛나는 정여신이 번쩍 나는 날이었습니다, 정신을 번쩍 차린 정희는 석양의 붉은 해에 빗방울을 머금어 마치 눈물 흘리는 듯이 적막히 핀 백일홍을 애달프게 들여다보고 있었습니다.
707,"옛날 아시아의 중앙에 페르시아라는 강한 나라가 있었는데, 자기 나라의강한 것을 믿고 바다를 건너 희랍(그리스)을 들이쳤습니다.그 때, 희랍 남쪽 끝에는 스파르타라 하는 작은 나라가 있었으므로, 그 작은 스파르타 나라가 제일 먼저 페르시아의 많은 군사를 막아 싸우게 되었습니다"," 그들이 남보다 더 앞서서, 그 중에서도 셋째 딸이 항상 맨 앞에서 싸운 것은 물론입니다."
708,"대단히 더운 날이니, 슬픈 이야기보다도 무서운 이야기보다도, 우습고 우습고 허리가 아프게 우스운 이야기를 하나 하지요.옛적 아주 어수룩한 옛적에 시골 양반 한 분이 서울 구경을 왔다가, 불만켜 대면 온 방안이 환하게 밝아지는 초를 처음 보고, 어찌 신기한지 많이사가지고 내려가서, 자기 동네의 집집마다 찾아가서, 서울 구경 이야기를자랑삼아 하고, 서울 갔던 표적으로 그 신기한 양초를 세 개씩 나눠 주었습니다","”하고, 지나가 버렸습니다."
709,"나는 이번에 경상도 울산에 갔던 길에 늘 보고 싶어 원하던 해녀의 살림구경을 하고 왔습니다.동화에 나오는 인어 아씨와 같이 사시 사철 물 속에 들어가 살면서 바다속에 있는 전복, 해삼, 청각, 미역, 문어 같은 것을 따 내오는 해녀 아씨들! 어려서부터 이 날까지 나는 어떻게 보고 싶어하였는지 모릅니다","물 속으로 아무리 다녀도 별로 무섭거나 겁나는 일은 없지만, 다만 한 가지 느치라는 것이 손에 달라붙거나 술차라는 것에게 찔리면 대단히 곤란하고 잘못하면 목숨까지 위험해진다 합니다."
710,"오래 된 여러 백 년 된 옛날이었습니다.한적하고 고요한 시골에서만 자라는 나이 어린 사람들에게는, 늘 이야기로만 듣는 서울이 그립고, 그 서울에 있다는 모든 것, 모든 곳이 모두 그리웠습니다","그 뒤로는 늘 나비와 벌의 힘을 빌어, 서로 소식을 전하고 있다가, 꽃이질 때가 되면, 서로 공론하고, 일시에 와짝 져버렸습니다."
711,어떤 산골에 조그만 초가집이 하나 있었습니다 집 울타리에는 새빨간 복숭아가 주렁주렁 달린 나무가 섰고 그 옆으로는 호박넝쿨이 한가히 뻗쳐 올라가 있는 고요하고 깨끗한 집이었습니다. 이 집에는 순애라고 하는 금년 열여섯 살 된 예쁜 소년와 순애의 늙은 할머님 두 식구가 살고 있었습니다, 날이 가고 해가 가서 왕자님과 순애가 혼인을 이루고 그 후에 임금님이 되어 나라를 다스리실 때까지 그 이상한 꽃은 황금빛 화병에 꽂힌 채로 아름다운 노래를 불러 이 대궐 안에는 언제든지 평화와 행복이 가득히 차있었습니다.
